"CodesAndRegsLicenseDataID","LicenseID","Description","LicenseName","Location","StreetNumber","Prefix","StreetName","Suffix","Longitude","Latitude","ExpirationDate","SubType","SubDescription","IssueDate","Zip","DISTRICT","NEIGHBORHOOD","ZONING","EndorsementType","EndorsementTypeDescription","EndorsementStatusDescription","EndorsementIssuedDate","AGENCY","GPSX","GPSY"
"3816","5577","Alcoholic Beverage Annual","THORNTON OIL #41","5318 PRESTON HWY ","5318"," ","PRESTON","HWY","-85.709226281100001","38.170681266999999","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-08-02 11:00:00","40213","21","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1220925","247559"
"3817","5590","Alcoholic Beverage Annual","THORNTON OIL #102","3909 TAYLORSVILLE RD ","3909"," ","TAYLORSVILLE","RD","-85.629242850799997","38.220470273899998","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-08-02 12:17:00","40220","26","HIKES POINT","C2","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1244188","265334"
"3818","5590","Alcoholic Beverage Annual","THORNTON OIL #102","3909 TAYLORSVILLE RD ","3909"," ","TAYLORSVILLE","RD","-85.629242850799997","38.220470273899998","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-08-02 12:17:00","40220","26","HIKES POINT","C2","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1244188","265334"
"3819","5629","Alcoholic Beverage Annual","THORNTON GAS & FOOD MART #154","3300 BARDSTOWN RD ","3300"," ","BARDSTOWN","RD","-85.669300098500003","38.207593158900004","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-08-02 16:31:00","40218","10","BASHFORD MANOR","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1232609","260820"
"3820","5630","Alcoholic Beverage Annual","WAL-MART SUPER CENTER #526","3706 DIANN MARIE RD ","3706"," ","DIANN MARIE","RD","-85.545767971800004","38.3001073856","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-08-02 16:37:00","40241","17","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1268575","293984"
"3821","16ABC1076","Alcoholic Beverage Annual","MILE WIDE BEER COMPANY","636 BARRET AVE A","636"," ","BARRET","AVE","-85.732886035299998","38.246416259","2018-10-31 00:00:00","BAR","Bar","2016-11-01 08:12:36","40204","","","","MCBW","Microbrewery","ACTIVE","","Codes and Regulations","1214568","275244"
"3822","16ABC1080","Alcoholic Beverage Annual","HIBACHI BUFFET","5372 DIXIE HWY ","5372"," ","DIXIE","HWY","-85.836290059199996","38.156688449699999","2019-02-28 00:00:00","RST","Restaurant / Cafe","2016-06-13 14:37:54","40216","12","","C2","MBRD","NQ4 Retail Malt Beverage Drink","ACTIVE","","Codes and Regulations","1184313","243068"
"3823","16ABC1120","Alcoholic Beverage Annual","NEW WAVE BURRITOS","3311 PRESTON HWY ","3311"," ","PRESTON","HWY","-85.733085747999993","38.200598791399997","2019-02-28 00:00:00","RST","Restaurant / Cafe","2016-08-22 09:49:45","40213","10","PRESTONIA","C1","MBRD","NQ4 Retail Malt Beverage Drink","INACTIVE","","Codes and Regulations","1214242","258562"
"3824","16ABC1132","Alcoholic Beverage Annual","VICTORIA MEXICAN RESTAURANT","2918 HIKES LN ","2918"," ","HIKES","LN","-85.641803381000003","38.210132322100002","2019-01-31 00:00:00","RST","Restaurant / Cafe","2016-09-15 12:26:47","40218","26","KLONDIKE","C1","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1240523","261624"
"3825","16ABC1132","Alcoholic Beverage Annual","VICTORIA MEXICAN RESTAURANT","2918 HIKES LN ","2918"," ","HIKES","LN","-85.641803381000003","38.210132322100002","2019-01-31 00:00:00","RST","Restaurant / Cafe","2016-09-15 12:26:47","40218","26","KLONDIKE","C1","RLD4","NQ2 Restaurant Liquor Drink (12 am till 4 am)","ACTIVE","","Codes and Regulations","1240523","261624"
"3826","16ABC1132","Alcoholic Beverage Annual","VICTORIA MEXICAN RESTAURANT","2918 HIKES LN ","2918"," ","HIKES","LN","-85.641803381000003","38.210132322100002","2019-01-31 00:00:00","RST","Restaurant / Cafe","2016-09-15 12:26:47","40218","26","KLONDIKE","C1","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1240523","261624"
"3827","14ABC1079","Alcoholic Beverage Annual","COPPER & KINGS AMERICAN BRANDY COMPANY","1121 E WASHINGTON ST ","1121","E","WASHINGTON","ST","-85.730429766699999","38.257125270700001","2018-09-30 00:00:00","DST","Distributor / Wholesaler","2014-05-19 15:18:02","40206","04","BUTCHERTOWN","EZ1","PC","NQ3 Retail Drink (Private Club)","INACTIVE","","Codes and Regulations","1215336","279132"
"3828","3671","Alcoholic Beverage Annual","BRIGHT'S LIQUORS","829 S 28TH ST ","829","S","28TH","ST","-85.798606198300007","38.246332248800002","2019-03-31 00:00:00","LIQ","Liquor Store","2004-03-01 18:31:00","40211","06","PARKLAND","EZ1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1195696","275524"
"3829","3762","Alcoholic Beverage Annual","CURTIS MARKET","2720 DUNCAN ST ","2720"," ","DUNCAN","ST","-85.796672667500005","38.263632676299999","2019-03-31 00:00:00","GRO","Grocery / Food Mart","2004-03-09 09:25:00","40212","05","PORTLAND","CR","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1196357","281814"
"3830","17511","Alcoholic Beverage Annual","KAREM'S GRILL & PUB","9424 NORTON COMMONS BLVD 101","9424"," ","NORTON COMMONS","BLVD","-85.565873006199993","38.324725478300003","2019-02-28 00:00:00","RST","Restaurant / Cafe","2007-01-12 13:58:00","40059","16","","PVD","MBRD","NQ4 Retail Malt Beverage Drink","ACTIVE","","Codes and Regulations","1262934","303030"
"3831","16ABC1102","Alcoholic Beverage Annual","TOTAL WINE SPIRITS BEER & MORE","4320 SUMMIT PLAZA DR ","4320"," ","SUMMIT PLAZA","DR","-85.576586845400001","38.309711381100001","2019-01-31 00:00:00","LIQ","Liquor Store","2016-09-19 13:18:35","40241","16","","C2","MBCO","NQ Retail Malt Beverage Combo (Package and Drink)","ACTIVE","2016-09-19 13:18:35","Codes and Regulations","1259782","297607"
"3832","33367","Alcoholic Beverage Annual","FRIENDLY STOP FOOD MART","4502 CANE RUN RD ","4502"," ","CANE RUN","RD","-85.843403807100003","38.195294258799997","2019-02-28 00:00:00","GRO","Grocery / Food Mart","2011-09-23 11:24:54","40216","01","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1182511","257160"
"3833","4116","Alcoholic Beverage Annual","GOLDEN WALL CHINESE RESTAURANT","3201 FERN VALLEY RD ","3201"," ","FERN VALLEY","RD","-85.705885425000005","38.157419587699998","2019-02-28 00:00:00","RST","Restaurant / Cafe","2004-04-08 14:47:00","40213","21","","EZ1","MBRD","NQ4 Retail Malt Beverage Drink","ACTIVE","","Codes and Regulations","1221809","242715"
"3834","14ABC1043","Alcoholic Beverage Annual","TAVERN ON FOURTH","427 S 4TH ST 200","427","S","4TH","ST","-85.757063919999993","38.251901598400003","2018-11-30 17:14:00","BAR","Bar","2014-03-28 16:29:27","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","MBRD4","NQ4 Retail Malt Beverage Drink (12 am till 4 am)","ACTIVE","2014-03-28 16:29:27","Codes and Regulations","1207658","277354"
"3835","14ABC1043","Alcoholic Beverage Annual","TAVERN ON FOURTH","427 S 4TH ST 200","427","S","4TH","ST","-85.757063919999993","38.251901598400003","2018-11-30 17:14:00","BAR","Bar","2014-03-28 16:29:27","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","LD4","Quota Retail Drink (12 AM - 4 AM)","ACTIVE","2014-03-28 16:29:27","Codes and Regulations","1207658","277354"
"3836","16ABC1109","Alcoholic Beverage Annual","OLD CHICAGO","10601 FISCHER PARK DR ","10601"," ","FISCHER PARK","DR","-85.556334192999998","38.295837403599997","2019-01-31 00:00:00","RST","Restaurant / Cafe","2016-08-22 11:35:46","40241","17","","C2","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","2016-08-22 11:35:46","Codes and Regulations","1265521","292472"
"3837","5064","Alcoholic Beverage Annual","KROGER L-376","4501 OUTER LOOP ","4501"," ","OUTER","LOOP","-85.679621927900001","38.139926054","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 10:28:00","40219","24","","C2","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1229261","236227"
"3838","5065","Alcoholic Beverage Annual","KROGER L-400","4009 POPLAR LEVEL RD ","4009"," ","POPLAR LEVEL","RD","-85.707756363300007","38.201994490600001","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 10:30:00","40213","10","POPLAR LEVEL","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1221528","258954"
"3839","5234","Alcoholic Beverage Annual","CVS PHARMACY #6205","10490 SHELBYVILLE RD ","10490"," ","SHELBYVILLE","RD","-85.560057542999999","38.244764393799997","2018-07-31 00:00:00","LIQ","Liquor Store","2004-07-13 11:55:00","40223","19","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1264188","273890"
"3840","15ABC1193","Alcoholic Beverage Annual","LIQUOR WORLD #8","1779 BARDSTOWN RD ","1779"," ","BARDSTOWN","RD","-85.701044396900002","38.228745250300001","2019-01-31 00:00:00","LIQ","Liquor Store","2015-11-19 13:56:39","40205","08","BONNYCASTLE","(C2)","LP2","Quota Retail Package (12 AM - 2 AM)","ACTIVE","","Codes and Regulations","1223610","268664"
"3841","ABC918037","Alcoholic Beverage Annual","RYE","900 E MARKET ST ","900","E","MARKET","ST","-85.735922694500005","38.252710774800001","2018-09-30 00:00:00","RST","Restaurant / Cafe","2017-06-22 12:43:15","40206","04","PHOENIX HILL","EZ1","LD","Quota Retail Drink","ACTIVE","","Codes and Regulations","1213733","277550"
"3842","ABC918317","Alcoholic Beverage Annual","EL TACO LUCHADOR DOS","112 MERIDIAN AVE ","112"," ","MERIDIAN","AVE","-85.6532306143","38.252135193299999","2019-05-31 00:00:00","RST","Restaurant / Cafe","2017-08-22 12:55:58","40207","09","ROCKCREEK LEXINGTON ROAD","C1","MBRD","NQ4 Retail Malt Beverage Drink","ACTIVE","2017-08-22 12:55:58","Codes and Regulations","1237473","276968"
"3843","ABC918317","Alcoholic Beverage Annual","EL TACO LUCHADOR DOS","112 MERIDIAN AVE ","112"," ","MERIDIAN","AVE","-85.6532306143","38.252135193299999","2019-05-31 00:00:00","RST","Restaurant / Cafe","2017-08-22 12:55:58","40207","09","ROCKCREEK LEXINGTON ROAD","C1","SD","Sunday Drink","ACTIVE","2017-08-22 12:55:58","Codes and Regulations","1237473","276968"
"3844","ABC922784","Alcoholic Beverage Annual","FALLS CITY BREWING CO","901 E LIBERTY ST ","901","E","LIBERTY","ST","-85.7362472704","38.250361250799997","2018-10-31 00:00:00","MAN","Manufacturer","2018-03-15 14:43:22","40204","04","PHOENIX HILL","EZ1","LD","Quota Retail Drink","ACTIVE","","Codes and Regulations","1213626","276696"
"3845","ABC922859","Alcoholic Beverage Annual","KEY LIQUORS","9409 SMYRNA PKY ","9409"," ","SMYRNA","PKY","-85.645148687499997","38.111344873900002","2019-01-31 00:00:00","LIQ","Liquor Store","2018-05-03 09:30:53","40229","23","","C1","LP","Quota Retail Package","ACTIVE","","Codes and Regulations","1239017","225668"
"3846","ABC923916","Alcoholic Beverage Annual","SHIRAZ","1565 BARDSTOWN RD ","1565"," ","BARDSTOWN","RD","-85.705696904600003","38.231230459899997","2019-01-31 00:00:00","RST","Restaurant / Cafe","2018-04-19 14:42:22","40205","08","BONNYCASTLE","(C2)","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1222288","269590"
"3847","ABC924410","Alcoholic Beverage Annual","LAS AMERICA'S MEXICAN RESTAURANT","3719 KLONDIKE LN 102","3719"," ","KLONDIKE","LN","-85.6392681727","38.210066402199999","2019-01-31 00:00:00","RST","Restaurant / Cafe","2018-05-02 14:29:43","40218","26","","C1","MBRD","NQ4 Retail Malt Beverage Drink","ACTIVE","","Codes and Regulations","1241251","261589"
"3848","ABC924410","Alcoholic Beverage Annual","LAS AMERICA'S MEXICAN RESTAURANT","3719 KLONDIKE LN 102","3719"," ","KLONDIKE","LN","-85.6392681727","38.210066402199999","2019-01-31 00:00:00","RST","Restaurant / Cafe","2018-05-02 14:29:43","40218","26","","C1","MBRD4","NQ4 Retail Malt Beverage Drink (12 am till 4 am)","ACTIVE","","Codes and Regulations","1241251","261589"
"3849","ABC924854","Alcoholic Beverage Annual","THE BOURBON HALL","118 W JEFFERSON ST ","118","W","JEFFERSON","ST","-85.753100043100005","38.253224250199999","2018-11-30 00:00:00","BAR","Bar","2018-05-03 12:51:59","40202","04","CENTRAL BUSINESS DISTRICT","C2","MBRD4","NQ4 Retail Malt Beverage Drink (12 am till 4 am)","ACTIVE","","Codes and Regulations","1208804","277817"
"3850","BB920540","Outdoor Advertising Signs","Outfront Media","6013 PRESTON HWY ","6013"," ","PRESTON","HWY","-85.700191071999996","38.165416544899998","2018-07-01 00:00:00","LARGE","Large","2017-09-25 08:54:48","40219","02","","C2","","","","","Develop Louisville","1223492","245601"
"3851","BB921154","Outdoor Advertising Signs","OUTFRONT MEDIA","12812 DIXIE HWY ","12812"," ","DIXIE","HWY","-85.8853709638","38.069255098799999","2018-07-01 00:00:00","MED","Medium","2017-09-29 12:25:08","40272","14","","C1","","","","","Develop Louisville","1169637","211480"
"3852","BB920898","Outdoor Advertising Signs","Outfront Media","4800 CANE RUN RD ","4800"," ","CANE RUN","RD","-85.855641958899994","38.1838880882","2018-07-01 00:00:00","MED","Medium","2017-09-27 10:17:38","40216","01","","R5","","","","","Develop Louisville","1178922","253068"
"3853","BB920484","Outdoor Advertising Signs","Outfront Media","3001 RIVER PARK DR ","3001"," ","RIVER PARK","DR","-85.801025004300001","38.253924142099997","2018-07-01 00:00:00","SMALL","Small","2017-09-22 15:36:52","40211","05","RUSSELL","C2","","","","","Develop Louisville","1195048","278300"
"3854","BB919289","Outdoor Advertising Signs","","1500 LEXINGTON RD ","1500"," ","LEXINGTON","RD","-85.718502509499999","38.249646466400002","2018-07-01 00:00:00","SMALL","Small","2017-07-28 11:00:07","40206","09","IRISH HILL","PD","","","","","Develop Louisville","1218717","276354"
"3855","BB921060","Outdoor Advertising Signs","OUTFRONT MEDIA","6921 SHEPHERDSVILLE RD ","6921"," ","SHEPHERDSVILLE","RD","-85.657725040000003","38.149988684999997","2018-07-01 00:00:00","MED","Medium","2017-09-28 15:49:20","40219","24","","R7","","","","","Develop Louisville","1235614","239794"
"3856","BB920921","Outdoor Advertising Signs","Outftront Media"," E BRECKINRIDGE ST "," ","E","BRECKINRIDGE","ST","-85.736563814500002","38.239495864600002","2018-07-01 00:00:00","MED","Medium","2017-09-27 10:45:09","40204","04","PARISTOWN POINTE","C1","","","","","Develop Louisville","1213471.25","272741.18800000002"
"3857","32877","Homeless Shelter","THE SALVATION ARMY - A GEORGIA CORP","911 S BROOK ST ","911","S","BROOK","ST","-85.752047877999999","38.240409482700002","2018-08-31 00:00:00","CAMPUS","Campus","2011-09-26 10:51:00","40203","04","OLD LOUISVILLE","OR2","","","","","Develop Louisville","1209030","273146"
"3858","BB920544","Outdoor Advertising Signs","Outfront Media","2140 GARDINER LN ","2140"," ","GARDINER","LN","-85.672774755199995","38.211912051299997","2018-07-01 00:00:00","LARGE","Large","2017-09-25 08:54:48","40205","08","GARDINER LANE","C1","","","","","Develop Louisville","1231635","262408"
"3859","15PAW1007","Pawnbroker","CASH AMERICA PAWN OF LOUISVILL #1","4636 DIXIE HWY ","4636"," ","DIXIE","HWY","-85.821162622800003","38.176788319899998","2018-07-14 00:00:00"," "," ","2016-01-15 14:40:38","40216","03","","C2","","","","","Codes and Regulations","1188787","250312"
"3860","PAW898172","Pawnbroker","BILL'S GUNS GOLD & LOANS LLC","10213 DIXIE HWY ","10213"," ","DIXIE","HWY","-85.867340951900005","38.106034796099998","2018-07-14 00:00:00"," "," ","2017-02-22 14:36:35","40272","25","","C1","","","","","Codes and Regulations","1175062","224780"
"3861","BB920828","Outdoor Advertising Signs","Outfront Media","4343 SANITA CT ","4343"," ","SANITA","CT","-85.711911455899994","38.1919375071","2018-07-01 00:00:00","LARGE","Large","2017-09-27 09:27:32","40213","10","REMAINDER OF CITY","M3","","","","","Develop Louisville","1220276","255311"
"3862","BB921823","Outdoor Advertising Signs","","646 W HILL ST ","646","W","HILL","ST","-85.767997259799998","38.225952251800003","2019-07-01 00:00:00","MED","Medium","2017-10-23 15:39:18","40208","06","ALGONQUIN","EZ1","","","","","Develop Louisville","1204363","267957"
"3863","BB920549","Outdoor Advertising Signs","Outfront Media","4520 SHELBYVILLE RD ","4520"," ","SHELBYVILLE","RD","-85.632134257000004","38.250222656399998","2018-07-01 00:00:00","LARGE","Large","2017-09-25 08:54:48","40207","26","","C2","","","","","Develop Louisville","1243520","276180"
"3864","BB920487","Outdoor Advertising Signs","Outfront Media","1123 S SHELBY ST ","1123","S","SHELBY","ST","-85.740950338999994","38.234484972700002","2018-07-01 00:00:00","SMALL","Small","2017-09-22 15:36:52","40203","04","SHELBY PARK","OR2","","","","","Develop Louisville","1212182","270937"
"3865","BB920452","Outdoor Advertising Signs","Outfront Media","3201 GREENWOOD AVE ","3201"," ","GREENWOOD","AVE","-85.806456905499999","38.243132686899997","2018-07-01 00:00:00","SMALL","Small","2017-09-22 15:27:51","40211","01","PARKLAND","C2","","","","","Develop Louisville","1193422","274397"
"3866","BB921838","Outdoor Advertising Signs","","793 EASTERN PKY ","793"," ","EASTERN","PKY","-85.743175668000006","38.215023195100002","2019-07-01 00:00:00","MED","Medium","2017-10-24 09:33:59","40217","15","SAINT JOSEPH","C2","","","","","Develop Louisville","1211428","263861"
"3867","21653","Outdoor Advertising Signs","","1309 BERRY BLVD ","1309"," ","BERRY","BLVD","-85.783661355899994","38.196627483699999","2018-07-01 00:00:00","MED","Medium","2008-08-26 15:42:39","40215","15","TAYLOR BERRY","C2","","","","","Develop Louisville","1199686","257354"
"3868","BB921081","Outdoor Advertising Signs","Outfront Media","2001 FERN VALLEY RD ","2001"," ","FERN VALLEY","RD","-85.727644574999999","38.157903962900001","2018-07-01 00:00:00","MED","Medium","2017-09-28 16:06:23","40213","13","","EZ1","","","","","Develop Louisville","1215556","242991"
"3869","BB922152","Outdoor Advertising Signs","Outfront Media","1420 S PRESTON ST ","1420","S","PRESTON","ST","-85.750984568500002","38.227037322599998","2018-07-01 00:00:00","LARGE","Large","2017-11-09 12:00:06","40208","06","SHELBY PARK","EZ1","","","","","Develop Louisville","1209256","268272"
"3870","BB921022","Outdoor Advertising Signs","Outfront Media","7612 SHEPHERDSVILLE RD ","7612"," ","SHEPHERDSVILLE","RD","-85.658187106499994","38.139725479799999","2018-07-01 00:00:00","MED","Medium","2017-09-28 14:16:03","40219","24","","OR1","","","","","Develop Louisville","1235424","236059"
"3871","BB921188","Outdoor Advertising Signs","OUTFRONT MEDIA","401 OUTER LOOP ","401"," ","OUTER","LOOP","-85.760003534099994","38.126949554100001","2018-07-01 00:00:00","MED","Medium","2017-10-02 08:50:47","40214","13","","R4","","","","","Develop Louisville","1206068","231871"
"3872","BB921830","Outdoor Advertising Signs","","3923 CRITTENDEN DR ","3923"," ","CRITTENDEN","DR","-85.750520661600007","38.197159917599997","2019-07-01 00:00:00","MED","Medium","2017-10-24 08:13:22","40209","21","FAIRGROUNDS","C2","","","","","Develop Louisville","1209212","257391"
"3873","BB920670","Outdoor Advertising Signs","Outfront Media","617 CARTER ST ","617"," ","CARTER","ST","-85.783301056900001","38.26961756","2018-07-01 00:00:00","LARGE","Large","2017-09-26 09:40:10","40212","05","PORTLAND","C1","","","","","Develop Louisville","1200232","283929"
"3874","BB920743","Outdoor Advertising Signs","Outfront Media","3000 W BROADWAY ","3000","W","BROADWAY"," ","-85.802033085800005","38.248780483700003","2018-07-01 00:00:00","MED","Medium","2017-09-26 13:54:48","40211","06","PARKLAND","EZ1","","","","","Develop Louisville","1194727","276432"
"3875","BB920856","Outdoor Advertising Signs","Outfront Media","490 E WITHERSPOON ST ","490","E","WITHERSPOON","ST","-85.742587038500005","38.257371515099997","2018-07-01 00:00:00","LARGE","Large","2017-09-27 08:39:16","40202","04","CENTRAL BUSINESS DISTRICT","(CM)","","","","","Develop Louisville","1211847","279278"
"3876","BB921820","Outdoor Advertising Signs","Outfront Media","3728 CENTER ST ","3728"," ","CENTER","ST","-85.774445207200003","38.189788865300002","2018-07-01 00:00:00","MED","Medium","2017-10-23 15:39:05","40215","15","WYANDOTTE/OAKDALE","R5","","","","","Develop Louisville","1202293","254820"
"3877","BB919265","Outdoor Advertising Signs","","2526 CEDAR ST ","2526"," ","CEDAR","ST","-85.793885328800002","38.2562295826","2019-07-01 00:00:00","SMALL","Small","2017-07-27 14:57:24","40212","05","RUSSELL","R6","","","","","Develop Louisville","1197112","279105"
"3878","BB920951","Outdoor Advertising Signs","Outfront Media","6900 SOUTHSIDE DR ","6900"," ","SOUTHSIDE","DR","-85.764945990599998","38.157763253299997","2018-07-01 00:00:00","MED","Medium","2017-09-27 14:36:24","40214","21","SOUTHSIDE","C1","","","","","Develop Louisville","1204831","243114"
"3879","BB919261","Outdoor Advertising Signs","","1023 S 28TH ST ","1023","S","28TH","ST","-85.799290116600005","38.242640260500004","2019-07-01 00:00:00","SMALL","Small","2017-07-27 14:29:27","40211","06","PARKLAND","C1","","","","","Develop Louisville","1195477","274183"
"3880","BB921037","Outdoor Advertising Signs","Outfront Media","7636 DIXIE HWY ","7636"," ","DIXIE","HWY","-85.841639342799994","38.140307208800003","2018-07-01 00:00:00","MED","Medium","2017-09-28 09:21:15","40258","25","","M2","","","","","Develop Louisville","1182672","237130"
"3881","BB920750","Outdoor Advertising Signs","Outfront Media","827 E BROADWAY ","827","E","BROADWAY"," ","-85.738126614600006","38.245028595800001","2018-07-01 00:00:00","MED","Medium","2017-09-26 13:54:48","40204","04","PHOENIX HILL","C2","","","","","Develop Louisville","1213055","274763"
"3882","BB921098","Outdoor Advertising Signs","OUTFRONT MEDIA","120 OUTER LOOP ","120"," ","OUTER","LOOP","-85.791298211899999","38.126457648799999","2018-07-01 00:00:00","MED","Medium","2017-09-28 16:47:45","40214","13","","M2","","","","","Develop Louisville","1197064","231841"
"3883","BB921393","Outdoor Advertising Signs","","6500 BARDSTOWN RD ","6500"," ","BARDSTOWN","RD","-85.5891724775","38.1527431142","2018-07-01 00:00:00","MED","Medium","2017-10-09 08:33:35","40291","22","","C2","","","","","Develop Louisville","1255340","240503"
"3884","BB921102","Outdoor Advertising Signs","OUTFRONT MEDIA","7301 GRADE LN ","7301"," ","GRADE","LN","-85.738014718700001","38.144037437999998","2018-07-01 00:00:00","MED","Medium","2017-09-28 16:53:26","40219","13","","M3","","","","","Develop Louisville","1212493","237990"
"3885","BB920810","Outdoor Advertising Signs","Outfront Media","1323 WHIRLAWAY DR ","1323"," ","WHIRLAWAY","DR","-85.581707226999995","38.268321626800002","2018-07-01 00:00:00","MED","Medium","2017-09-27 09:27:32","40242","18","","R4","","","","","Develop Louisville","1258095","282557"
"3886","BB920946","Outdoor Advertising Signs","Outfront Media","1435 S SHELBY ST ","1435","S","SHELBY","ST","-85.741524374199997","38.226491193199998","2018-07-01 00:00:00","MED","Medium","2017-09-27 14:36:24","40217","10","SCHNITZELBURG","CM","","","","","Develop Louisville","1211970","268029"
"3887","BB921373","Outdoor Advertising Signs","","7910 PRESTON HWY ","7910"," ","PRESTON","HWY","-85.686639143299999","38.137455967500003","2018-07-01 00:00:00","MED","Medium","2017-10-09 08:33:35","40219","24","","C1","","","","","Develop Louisville","1227229","235359"
"3888","BB920848","Outdoor Advertising Signs","Outfront Media","3631 CANE RUN RD ","3631"," ","CANE RUN","RD","-85.813231238499995","38.219722459499998","2018-07-01 00:00:00","MED","Medium","2017-09-27 09:02:49","40211","03","","EZ1","","","","","Develop Louisville","1191332","265906"
"3889","BB920551","Outdoor Advertising Signs","Outfront Media","4520 SHELBYVILLE RD ","4520"," ","SHELBYVILLE","RD","-85.632134257000004","38.250222656399998","2018-07-01 00:00:00","LARGE","Large","2017-09-25 08:54:48","40207","26","","C2","","","","","Develop Louisville","1243520","276180"
"3890","BB921041","Outdoor Advertising Signs","Outfront Media","3475 TAYLOR BLVD ","3475"," ","TAYLOR","BLVD","-85.782456299700002","38.196253325100002","2018-07-01 00:00:00","MED","Medium","2017-09-28 15:16:09","40215","15","WYANDOTTE/OAKDALE","C2","","","","","Develop Louisville","1200030","257212"
"3891","BB920908","Outdoor Advertising Signs","Outfront Media","836 S PRESTON ST ","836","S","PRESTON","ST","-85.748576819099995","38.241456505000002","2018-07-01 00:00:00","MED","Medium","2017-09-27 10:42:10","40203","04","SMOKETOWN JACKSON","M2","","","","","Develop Louisville","1210033","273511"
"3892","BB921794","Outdoor Advertising Signs","","205 CHESTNUT AVE ","205"," ","CHESTNUT","AVE","-85.370433184299998","38.412414783300001","2019-07-01 00:00:00","MED","Medium","2017-10-23 15:29:08","40031","","","","","","","","Develop Louisville","1319385","334220"
"3893","BB921135","Outdoor Advertising Signs","OUTFRONT MEDIA","7135 DIXIE HWY ","7135"," ","DIXIE","HWY","-85.837788155300004","38.146764408999999","2018-07-01 00:00:00","MED","Medium","2017-09-29 11:17:18","40258","12","","M2","","","","","Develop Louisville","1183820","239462"
"3894","BB920470","Outdoor Advertising Signs","Outfront Media","2551 W MARKET ST ","2551","W","MARKET","ST","-85.793514911399996","38.2597773205","2018-07-01 00:00:00","SMALL","Small","2017-09-22 15:36:52","40212","05","PORTLAND","C1","","","","","Develop Louisville","1197240","280395"
"3895","BB920922","Outdoor Advertising Signs","Outftront Media","1508 W BROADWAY ","1508","W","BROADWAY"," ","-85.7771249643","38.247938884600003","2018-07-01 00:00:00","MED","Medium","2017-09-27 10:45:09","40203","04","CALIFORNIA","C2","","","","","Develop Louisville","1201874","276006"
"3896","15PAW1013","Pawnbroker","CASH AMERICA PAWN OF LOUISVILLE #7","4133 SHELBYVILLE RD ","4133"," ","SHELBYVILLE","RD","-85.643388293000001","38.252307956700001","2018-07-14 00:00:00"," "," ","2016-01-15 14:17:42","40207","09","","C1","","","","","Codes and Regulations","1240300","276988"
"3897","37097","Pawnbroker","LOUISVILLE PAWN DEPOT","813 LYNDON LN ","813"," ","LYNDON","LN","-85.607515658699995","38.263262485699997","2018-07-14 00:00:00","RET","Retail","2013-03-13 15:28:00","40222","07","","C1","","","","","Codes and Regulations","1250659","280823"
"3898","BB920819","Outdoor Advertising Signs","Outfront Media","3141 S 4TH ST ","3141","S","4TH","ST","-85.765647269799999","38.203759016600003","2018-07-01 00:00:00","LARGE","Large","2017-09-27 08:39:16","40214","15","SOUTH LOUISVILLE","R7","","","","","Develop Louisville","1204905","259865"
"3899","BB920859","Outdoor Advertising Signs","Outfront Media","3426 PRESTON HWY ","3426"," ","PRESTON","HWY","-85.732715853200006","38.196456464199997","2018-07-01 00:00:00","LARGE","Large","2017-09-27 08:39:16","40213","21","PRESTONIA","C1","","","","","Develop Louisville","1214324","257052"
"3900","BB921362","Outdoor Advertising Signs","","3909 BUECHEL BANK RD ","3909"," ","BUECHEL BANK","RD","-85.658546964099997","38.1787797199","2018-07-01 00:00:00","MED","Medium","2017-10-09 08:33:35","40218","02","","C1","","","","","Develop Louisville","1235538","250281"
